Tweet content,Latitude,Longitude,sentiment
"This #CustomerService #job might be a great fit for you: Customer Service / Up to $15 - https://t.co/5De1LQVO72 #GrandForks, ND #Hiring",47.8772694,-97.1580776,0.6000000000000001
"Join the Apex Systems team! See our latest #Recruiting #job opening here: https://t.co/OOLx2tGrZu #FallsChurch, VA #Hiring",38.8625777,-77.2142523,0.5
"Godiva #Sales #Job: Business Coordinator (#Raleigh, NC) https://t.co/dLk2gpRpbu https://t.co/cRdiqKPLSz #Jobs #Hiring",35.7795897,-78.6381787,0.0
"Want to work at Danville Regional Medical Center? We're #hiring in #Danville, VA! Click for details: https://t.co/gOicyHWxR6 #Nursing #Job",36.5859718,-79.39502280000002,-0.0625
"Want to work at Lowe's Stores? We're #hiring in #Bardstown, KY! Click for details: https://t.co/DkgCnmohcM #CustomerService #Job #Jobs",37.8092279,-85.4669025,0.0
"Want to work at Raising Cane's? We're #hiring in #Covington, LA! Click for details: https://t.co/KG5JLtweFJ #Hospitality #Job #Jobs",30.4754702,-90.1009108,0.0
"This Sunshine Tho! @ Philadelphia, Pennsylvania https://t.co/9UUUU3ytog",39.99800000000001,-75.1448,0.0
"Want to work at Sunrise Senior Living? We're #hiring in #OverlandPark, KS! Click for details: https://t.co/y1GWBNboYl #Nursing #Job #Jobs",38.9822282,-94.6707917,0.0
"Join the LanguageLine Solutions team! See our latest #job opening here: https://t.co/b6bmRRBvC1 #interpreter #bilingual #Madison, WI",43.07305170000001,-89.4012302,0.5
"We're #hiring! Read about our latest #job opening here: Parts Delivery - https://t.co/WtlxhtOE7k #SILERCITY, NC #Transportation #CareerArc",35.7234734,-79.46224309999998,0.5
"Can you recommend anyone for this #job? READY MIX DRIVER-LAS CRUCES, NM - https://t.co/QuWRaddABq #LasCruces, NM #Manufacturing #Hiring",32.3199396,-106.7636538,0.2
"Department of Veterans Affairs #FacilitiesMgmt : Maintenance and Operations Supervsior (#LosAngeles, CA) https://t.co/6quCThlMh4 #Veterans",34.0522342,-118.24368490000002,0.0
"Interested in a #Cosmetology #job near #Hannibal, MO? This could be a great fit: https://t.co/rQA9aIV6ZH #Hiring #CareerArc",39.7245709,-91.4000896,0.38749999999999996
"Thermo Fisher Scientific #BusinessMgmt #Job: Quality Assurance Sr. Manager/Area Director (#Rockville, MD) https://t.co/ATxe1FV95S #Jobs",39.0839973,-77.1527578,0.0
"Labor Delivery RN Registered... - Supplemental Health Care: (#Chandler, AZ) https://t.co/xD1RrsRmkI #Healthcare https://t.co/S6ua6aaOZg",33.3260297,-111.8747445,-0.75
"#Houston, TX #Retail #Job: Sales Associate at WHBM https://t.co/bh4EkGnTvb #Jobs #Hiring",29.7156188,-95.4162634,0.0
"This #Hospitality #job might be a great fit for you: Bartender - https://t.co/DGMaISK45f #bartender #Sacramento, CA #Hiring",38.5815719,-121.4943996,0.6000000000000001
"#CareerArc #Sales #Job alert: Front Desk Coordinator | OfficeTeam | #Cambridge, MA https://t.co/Y5JJOoXIv1 #Jobs #Hiring",42.3803274,-71.13891009999998,0.0
"If you're a #Banking professional in #MenomoneeFalls, WI, check out this #job: https://t.co/cQslHP7ntS #Hiring #CareerArc",43.1919614,-88.13314560000002,0.1
"#Hospitality #Job alert: Restaurant Team Member (Crew) | SONIC Drive-In | #Kearney, NE https://t.co/s3IAvYsNti #SONIC #Jobs #Hiring",40.721286,-99.084761,0.0
"#Cosmetology #Job in #Spring, TX: Hair Stylist at Great Clips https://t.co/zeBw1FVs1o #Jobs #Hiring #CareerArc",30.0771798,-95.5146421,0.8
"If you're a #CustomerService professional in #Salisbury, NC, check out this #job: https://t.co/hEIopt6Fyv #Hiring #CareerArc",35.6709727,-80.4742261,0.1
"Crew Person - McDonald's Corporation: (#Kenosha, WI) https://t.co/vD6BrVcbk2 #Hospitality #Job #Jobs #Hiring #CareerArc",42.5847425,-87.8211854,-0.75
"#Retail #Job in #Freehold, NJ: Retail Store Positions at CVS Health https://t.co/B3tdBgBkG8 #Jobs #Hiring #CareerArc",40.232632,-74.286293,0.0
"Can you recommend anyone for this #IT #job? https://t.co/NZjQzTUPUx #Vail, CO #Hiring",39.6402638,-106.3741955,0.0
We're #hiring! Click to apply: Client Solution Sales Executive 3 Integrated Solutions - https://t.co/Fce7fkPzrN https://t.co/eAhRCGNnWM,35.1495343,-90.04898009999998,0.0
"#Nursing #Job in #Scottsdale, AZ: RN-NEW GRADUATE at HonorHealth https://t.co/RSzpItloxz #Jobs #Hiring https://t.co/xvmArWeLWH",33.580949,-111.885247,0.0
Here is a taste of last nights set. DMV I'm coming home in June to tape my live DVD. Eat a whole… https://t.co/PcJ26fO4ff,34.0952,-118.37394,0.11212121212121212
Wild Kingdom #Ithaca #NewYork @ Robert H. Treman State Park https://t.co/XxT72kDsCW,42.4,-76.574,0.1
"Can you recommend anyone for this #job? Part Time Retail Sales Consultant Lafayette LA (Broussard) - https://t.co/tF727zl09a #Lafayette, LA",30.2240897,-92.0198427,0.0
"Study #belovedschool (@ Thurman Hall in Fort Leonard Wood, MO) https://t.co/400pjYcMOp",37.7735658,-92.11312734,0.0
"Want to work at Levi Strauss &amp; Co.? We're #hiring in #Baraboo, WI! Click for details: https://t.co/WRMsUYqfUG #Retail #Job #Jobs #CareerArc",43.4710944,-89.7442906,0.0
"GEICO: Management Development Program, Customer Service Management... (#Fredericksburg, Virginia) https://t.co/5WB6ekDsPO #BusinessMgmt",38.30318370000001,-77.46053990000001,0.0
"Can you recommend anyone for this #Nursing #job? https://t.co/QbYCzERACj #Atlantis, FL #Hiring #CareerArc",26.5909025,-80.1008762,0.0
"Interested in a #SkilledTrade #job near #FortWayne, IN? This could be a great fit: https://t.co/i3PpQT02gE #Hiring",41.079273,-85.13935129999999,0.38749999999999996
Can you recommend anyone for this #job? Adjunct Instructor School of Trades and... - https://t.co/jkDfmF4Cen https://t.co/BYLd2Foae1,36.7698666,-108.1662605,0.0
"#Lynchburg, VA #Healthcare #Job: Pharmacy Technician at CVS Health https://t.co/QyI1Hzfs9e #Jobs #Hiring #CareerArc",37.4137536,-79.1422464,0.0
"We're #hiring! Click to apply: RN-CVICU - https://t.co/jmzr2Ais2l #Nursing #StLouis, MO #Job #Jobs #CareerArc",38.5070359,-90.3812913,0.0
Just posted a photo @ Crossfit Sierra Nevada https://t.co/6HeoZ0MrlB,39.505619,-119.8961868,0.0
"See our latest #Doral, FL #job and click to apply: Inventory Associate - https://t.co/0uRmKO3kR6 #CustomerService #Hiring",25.8195424,-80.3553302,0.5
"Can you recommend anyone for this #job? Store Team Member - https://t.co/LyHjs3ru3s #Burlington, NC #Retail #Hiring #CareerArc",36.0691907,-79.49834079999998,0.0
"#Retail #Job in #Shreveport, LA: Staff Pharmacist FT at CVS Health https://t.co/e49JxvAz9k #Jobs #Hiring #CareerArc",32.5251516,-93.75017890000001,0.0
"We're #hiring! Read about our latest #job opening here: Customer Service Representatives - https://t.co/i1kMZGHWRw #IdahoFalls, ID",43.4916514,-112.0339645,0.5
"Sales Lead - Soma: (#Woodbridge, VA) https://t.co/JV6qJMo8wA #Retail #Job #Jobs #Hiring",38.6317233,-77.25201010000002,-0.75
"FALL COOP OR INTERN CHEMICAL ENGINEER - Air Products and Chemicals, Inc.: (#Allentown, PA) https://t.co/fML5lbzBaq #Engineering #Job #Jobs",40.6084305,-75.4901833,-0.75
"We're #hiring! Read about our latest #job opening here: RN WLA Subspecialty Clinic - https://t.co/cymycz736N #LosAngeles, CA #Nursing",34.0522342,-118.24368490000002,0.5
"See our latest #BatonRouge, LA #job and click to apply: Manual Software QA Lead of Enterprise Apps - https://t.co/mx6DqzBwxi #QA #Hiring",30.4192451,-91.14489809999999,0.5
"Can you recommend anyone for this #job? Registered Nurse | RN | CM (Contract) - https://t.co/9brQNz1tE0 #Jamestown, NY #Nursing #Hiring",42.0970023,-79.23532590000002,0.0
"Want to work in #Charlotte, NC? View our latest opening: https://t.co/zFhnEpsSYn #Nursing #Job #Jobs #Hiring",35.2270869,-80.8431267,0.5
"If you're a #BusinessMgmt professional in #Houston, TX, check out this #job: https://t.co/7m1YtVB4PF #Hiring #CareerArc",29.7604267,-95.3698028,0.1
"Join the Allstate Insurance team! See our latest #Insurance #job opening here: https://t.co/8gAFmTvyVa #allstatejobs #Columbia, MD #Hiring",39.201384,-76.83749950000002,0.5
"#CareerArc #Nursing #Job alert: RN Case Manager | Howard County General Hospital | #Columbia, MD https://t.co/5e9raRDVgO #Jobs #Hiring",39.2037144,-76.8610462,0.05000000000000002
"Can you recommend anyone for this #job? Cook - https://t.co/07z3znOMZK #SONIC #PoncaCity, OK #Hospitality #Hiring #CareerArc",36.7360406,-97.06668640000001,0.5
"We're #hiring! Click to apply: Manager Care Coordination and Social Work - LCSW - https://t.co/FhogzhqLIf #Healthcare #LongBeach, CA #Job",33.784499700000005,-118.1971031,0.03333333333333333
"The Vitamin Shoppe #Job: Key Holder (part-time) (#SanFrancisco, CA) https://t.co/GqtCnQOzfx #Jobs #Hiring #CareerArc",37.7669421,-122.409195,0.0
"We're #hiring! Click to apply: Carhop/Skating Carhop (Server) - https://t.co/ub50F2pZsA #Hospitality #SONIC #LoneJack, MO #Job #Jobs",38.8675633,-94.1726191,0.0
"We're #hiring! Read about our latest #job opening here: Retail Store Manager - https://t.co/qkMmE0Wnfk #Monroe, NJ #Retail #CareerArc",39.6747922,-74.9910112,0.5
"This #job might be a great fit for you: Nurses Needed for Home Care in New Boston, NH - https://t.co/YIn6XUomPE #NewBoston, NH #Hiring",42.9761945,-71.69396260000002,0.4454545454545455
"Emerson Electric Co #CustomerService #Job: Customer Service and RMA... (#EdenPrairie, MN) https://t.co/hlD84rQa23 https://t.co/HVkQxeEzw9",44.9019949,-93.4296446,0.0
Try https://t.co/zW0UCXOctc Try Our Premium Roast Coffee #Roast #menu,33.841829,-84.31317799999998,0.0
"If you're a professional in #Phoenix, AZ, check out this #job: https://t.co/qAeYZNQvWp #Hiring",33.4483771,-112.0740373,0.1
"#Retail #Job in #PortOrange, FL: Part Time Retail Sales Consultant Port Orange FL (Port Orange) at AT&amp;T https://t.co/mV41B6CKEX #Jobs",29.1383165,-80.9956105,0.0
"Interested in a #Labor #job near #Manchester, CT? This could be a great fit: https://t.co/oxQ9Hj9I8d #Veterans #Hiring #CareerArc",41.80847720000001,-72.5235394,0.38749999999999996
"Want to work at Speedway? We're #hiring in #Burlington, NC! Click for details: https://t.co/hsgoxKGCxw #CustomerService #Job #Jobs",36.0956918,-79.43779910000002,0.0
"See our latest #Denver, CO #job and click to apply: QMAP/Care Provider Job - https://t.co/DMwyzduVrb #Nursing #Hiring",39.7392358,-104.990251,0.5
"We're #hiring! Read about our latest #job opening here: Healthcare Customer Service Representative - https://t.co/hXX7qhxePU #Denver, CO",39.7391536,-104.9847034,0.5
"We're #hiring! Read about our latest #job opening here: Manager Professional Services ATC - https://t.co/GWHpBSQNQY #SanFrancisco, CA",37.7749295,-122.4194155,0.3
"Interested in a #Manufacturing #job near #NewColumbia, PA? This could be a great fit: https://t.co/wRxNpSIK3f #KellyJobs #KellyServices",41.0470861,-76.95278359999998,0.38749999999999996
"Interested in a #Nursing #job near #Tulsa, OK? This could be a great fit: https://t.co/gTTVTabql8 #Hiring #CareerArc",36.1539816,-95.992775,0.41
"Want to work at AT&amp;T? We're #hiring in #Scranton, PA! Click for details: https://t.co/AAedAGmfB7 #Retail #Job #Jobs #CareerArc",41.408969,-75.66241220000002,0.0
Straight struggle bus today but opener moved with very little calf pain thanks to some help from… https://t.co/XAPaZZteXs,43.20949,-77.60028,0.052083333333333336
"#SupplyChain #Job in #Mchenry, IL: Book Processor - Warehouse at Follett Corporation https://t.co/PRVfyebbxW #Jobs #Hiring #CareerArc",42.3223041,-88.3044908,0.0
Can you recommend anyone for this #Hospitality #job? https://t.co/zHMXNQVUFf #Veterans #Hiring #CareerArc,39.0383031,-77.0569031,0.0
"See our latest #SimiValley, CA #job and click to apply: Bench Jeweler - Simi Valley Town Center - https://t.co/d5j2F6mrFI #SkilledTrade",34.2694474,-118.781482,0.2
"This #Sales #job might be a great fit for you: Property Manager - https://t.co/1BZ6T7P7ne #Avon, CO #Hiring",39.6345877,-106.5221522,0.6000000000000001
"#Retail #Job in #SulphurSprings, TX: Staff Pharmacist FT at CVS Health https://t.co/d1KakRLv9h #Jobs #Hiring #CareerArc",33.1384479,-95.6010668,0.0
"Want to work in #Pearland, TX? View our latest opening: https://t.co/gs0fMK1Sx7 #Healthcare #Job #Jobs #Hiring #CareerArc",29.5623027,-95.3885397,0.5
"Starbucks #Hospitality #Job: Barista (US) (2853 BROADWAY, #NEWYORK, NY) https://t.co/660QkBSGNQ #Veterans #Jobs #Hiring #CareerArc",40.8047524,-73.9667501,0.0
"Starbucks: Barista (US) (610 WATT AVE, #SACRAMENTO, CA) https://t.co/DFhQVKbNeG #Hospitality #Veterans #Job #Jobs #Hiring #CareerArc",38.5753485,-121.3825731,0.0
"See our latest #SaltLakeCity, UT #job and click to apply: Now Hiring Shift Leaders &amp; Cooks - Downtown - https://t.co/lIV9hUM5Rs #Hiring",40.7607793,-111.89104740000002,0.5
"We're #hiring! Click to apply: Retail Sales Consultant Savannah GA - https://t.co/Vt9TzwSB8G #Retail #Savannah, GA #Job #Jobs #CareerArc",32.0835407,-81.0998342,0.0
"Interested in a #Retail #job near #Beverly, MA? This could be a great fit: https://t.co/JR2GGiOX3O #Hiring #CareerArc",42.57637800000001,-70.889308,0.38749999999999996
"Part-time Opportunities - McDonald's Corporation: (#Connellsville, PA) https://t.co/zlpHgt4L11 #Hospitality #Job #Jobs #Hiring #CareerArc",40.01785220000001,-79.5894828,-0.75
"Can you recommend anyone for this #job? Part-time Opportunities - https://t.co/8joGCAUYzS #WestLosAngeles, CA #Hospitality #Hiring",34.0412085,-118.442596,0.0
"This #Healthcare #job might be a great fit for you: ICU RN Intensive Care Unit Registered Nurse - https://t.co/eheMrTxdmI #Riverside, CA",33.9734553,-117.3263893,0.6000000000000001
"Manager, Compound Logistics - EMD: (#Billerica, MA) https://t.co/oHyDqpOMNz #Pharmaceutical #Job #Jobs #Hiring #CareerArc",42.55833300000001,-71.26944399999998,-0.75
"#Education #Job alert: Multiple Teaching Positions - High School | Community of Peace Academy | #SaintPaul, MN https://t.co/4XOed4CliR",44.9737443,-93.0817473,0.08
"We're #hiring! Click to apply: Deli Associate - https://t.co/y3XlGA9zo4 #Retail #STSIMONSISLAND, GA #Job #Jobs #CareerArc",31.1582906,-81.3915433,0.0
"Memorial Hermann: Lead Web Designer - User Experience (#Houston, TX) https://t.co/UaFmtvn9GJ #IT #Job #Jobs #Hiring #CareerArc",29.781313,-95.546905,0.0
