Tweet content,Latitude,Longitude,sentiment
"Want to work at McDonald's Corporation? We're #hiring in #CenturyCity, CA! Click for details: https://t.co/EmmBhfxbgq #Hospitality #Job",34.0536608,-118.4133894,0.0
This #Healthcare #job might be a great fit for you: Full Time Home Health Physical Therapist Assistant - https://t.co/hlFcyb3C95 #Hiring,38.9784453,-76.4921829,0.38750000000000007
"Interested in a #CustomerService #job near #Matthews, NC? This could be a great fit: https://t.co/arFxuX4PZJ #Hiring",35.1168131,-80.72368040000002,0.38749999999999996
Trying a new BBQ joint... @ P Moore &amp; Moore Bbq https://t.co/31TBQulatF,39.05571572,-94.41518423,0.13636363636363635
I'm so close I can touch it! #blessed #gay #gaytravel #homo #homolife #acrosstheworld #travel… https://t.co/vCJIgnJcko,40.71249202,-73.96888733,0.4166666666666667
"Dave Coulier, Uncle Joey from Fuller House and Full House, will be coming to the University of… https://t.co/gKjXwxsts9",41.48563322,-71.52820146000002,0.35
Friday lunch goals 👌🏼@gtfishoyster #oysters #weekend #chicago @ GT Fish and Oyster https://t.co/KGDxNQOwxa,41.96166333,-87.69754217000002,0.0
#KansasCity make sure you see michaelblackson Live this weekend at the #KansasCityImprov! A few… https://t.co/YeOsU16Y52,39.2517349,-94.6639608,0.1568181818181818
"Can you recommend anyone for this #Education #job? https://t.co/IypjsBYDsO #Pecos, TX #Hiring",31.4229124,-103.4932293,0.0
"Continental Front Load Washer Model L1030cr11510 Used but in good working condition 30lbs 208-240v,60Hz Single... https://t.co/DKz5tvHbzQ",33.94104133,-117.95442224,0.3142857142857143
Ethan is shy with everyone except his hairdressers/barbers. He just talks and talks ans talks and talkkkkks.,36.91818397,-76.25017072,-0.5
"Interested in a #job near #Plymouth, Minnesota? This could be a great fit: https://t.co/sViNgZjhSq #applynow #Hiring",45.01051939999999,-93.4555093,0.38749999999999996
"I'm at Ruckus Pizza Pasta &amp; Spirits in Morrisville, NC https://t.co/bj3v49JLdP",35.80757091,-78.81460737,0.0
Needed a new hair clip for Spring 👑 💎 #springtime #peacock #rosegold #gemstones #amethyst… https://t.co/4QHZxZp7WP,40.7799,-73.4795,0.13636363636363635
"HEI Hotels &amp; Resorts #Hospitality #Job: Executive Sous Chef (#LosAngeles, CA) https://t.co/k1WZS3R8vF #Jobs #Hiring #CareerArc",34.1009778,-118.3259236,0.0
"Genuine Parts NAPA #Transportation #Job: Delivery Driver Part -Time - Southwest Blvd (#Tulsa, OK) https://t.co/FtDWHBLmMY #Jobs #Hiring",36.1510884,-95.9945809,0.45
Can’t wait for the new mixtape from RT Rhyme-bak &amp; Billy D Blaze-E-o @R_T_Rybak @BilldeBlasio,44.94814724,-93.26986921,0.13636363636363635
#VisionSaturdays the move tomorrow night for Birthday Bash Or Tables + For Free Entry… https://t.co/xRftg0qpUe,37.53345,-77.42825000000002,0.4
"If you're a #Legal professional in #VariousUSCities, US, check out this #job: https://t.co/C7bLgx5Pjw #Hiring #CareerArc",34.062028000000005,-118.314876,0.15000000000000002
"Head of Operations - Merlin Entertainments: (#SanFrancisco, CA) https://t.co/z1upfLNDUe #CustomerService #Job #Jobs #Hiring #CareerArc",37.7749295,-122.4194155,-0.75
We're #hiring! Read about our latest #job opening here: Software Engineer I - (Data Analysis/research) - https://t.co/jAl39xvrus #IT,26.3683064,-80.1289321,0.5
Oops 😨😨 Just A Preview For Tonight At Heads Or Tails 🤑🤘🏽🤑🤘🏽😁🤘🏽😁👏🏾👏🏾👏🏾 headsortailsmia When… https://t.co/5vELZLia8j,25.8449192,-80.2668228,0.0
"Today's #FollowFriday goes out to #Tampa photographer and artist Danny Quinlan📸🙌🏻🔥, otherwise… https://t.co/cJMxPa1h2X",27.9709,-82.4646,0.0
"Mood changing Gel ""Angelic Dreams!"" Custom press on nails @nailtalkbyerika pre-order yours today… https://t.co/9m7pEYMlpu",26.01921382,-80.16089846,0.0
"If you're a #Retail professional in #Okaloosa, FL, check out this #job: https://t.co/z1w6vWHRuQ #stepintoourshoes #Hiring",30.3818769,-86.35812730000002,0.1
"#organic wild boar burger on brioche with duck bacon, gouda, chickpea onions, pineapple relish.… https://t.co/CbfNiHQb4y",40.68922974,-73.99254165000002,0.1
"Manager - Tire Care - Love's Travel Stops &amp; Country St...: (#SouthHolland, IL) https://t.co/P902wt0eWw #Automotive #Job #Jobs #Hiring",41.60086810000001,-87.6069894,-0.125
"The Culture and Education Committee of UNA's University Program Council Presents: ""Reality… https://t.co/d8hrSe5cxG",34.80733758,-87.68043944,0.0
Average Joes 👤👤 @ Ohio University https://t.co/NT4kOlIMGo,39.3272622,-82.09900490000003,-0.15
We're #hiring! Read about our latest #job opening here: Assistant Route Service Sales... - https://t.co/cTpgWtMMeT https://t.co/FfBv06duYW,39.1031182,-84.5120196,0.5
Drinking  The Carhartt Woodsman by @NewHollandBrew at @clubhousebfd — https://t.co/aGgcxnZDi4,42.6478,-83.1705,0.0
@YandR_CBS @YRInsider @CBSDaytime #WhereIsDevon? #Hevon (@BrytonEjames @MishaelMorgan1) Is A Team! Not A One-Woman Show! #YR,32.6693626,-117.04991470000002,0.0
We're #hiring! Read about our latest #job opening here: Beauty Consultant–CA–Los Angeles–(10889 Wellworth... - https://t.co/l8xP0Xq2BL,34.0522342,-118.24368490000002,0.5
"Graffiti Tracking: 631 18th St, Bakersfield",35.37499333,-119.00880333,0.0
".
.
🇺🇸Modeling yesterday in the music video with @snoopdogg. Coming up.
.
🇧🇷 Ontem na gravação… https://t.co/OPb4VoB1X5",34.056999999999995,-118.238,0.0
Team 2: Alfred State #entree #appetizer #nyculinarytour16 #nybc #chef #cookoff #yummy #foodie… https://t.co/uhDbdCU4oR,42.87557,-77.27339000000002,0.0
"Can you recommend anyone for this #Hospitality #job? https://t.co/Kak73SbyOt #Madison, WI #Hiring #CareerArc",43.0563461,-89.52093600000002,0.0
"BAYADA Home Health Care: RN / LPN - Adult Care Client (#Mooresville, NC) https://t.co/aLfWEehSR2 #Job #Jobs #Hiring",35.5848596,-80.81007240000002,0.1
"Speedway: Manager Trainee-Retail Sales (#Lombard, IL) https://t.co/Ixoj7LFIQC #Retail #Job #Jobs #Hiring #CareerArc",41.8800296,-88.00784350000002,0.0
moved 5 meters bearing 254° (1mlm) https://t.co/KsCdPcoHkR,38.26523848,-103.67699808,0.0
"Interested in a #Nursing #job near #LosAngeles, CA? This could be a great fit: https://t.co/n3d58bCV4Y #Hiring #CareerArc",34.0522342,-118.24368490000002,0.38749999999999996
"Performance Food Group #Sales #Job: Area Sales Manager - Food Services -Gainsville (#Gainesville, Florida) https://t.co/PW5QjOpBvl #Jobs",29.6516344,-82.3248262,0.0
"#Hospitality #Job alert: Catering Coordinator | Panera Bread | #Darien, CT https://t.co/BMCF2ZLS3J #parttime #Veterans #Jobs #Hiring",41.0749989,-73.4727462,0.0
"See our latest #Denver, CO #job and click to apply: Patient Care Technician (PCT) - Denver/Park Hill, CO - https://t.co/MvqtgssI9u #Hiring",39.7392358,-104.990251,0.5
"Join the Aerotek team! See our latest #SkilledTrade #job opening here: https://t.co/8Nsb8ouQgF #Palmdale, CA #Hiring",34.5794343,-118.11646129999998,0.5
"We're #hiring! Click to apply: Senior Legal Counsel - https://t.co/f4zrWPNFwr #Legal #Boston, MA #Job #Jobs #CareerArc",42.3600825,-71.0588801,0.2
"Want to work at Zones? We're #hiring in #StLouis, MO! Click for details: https://t.co/NM65nZ2toE #BusinessMgmt #Job #Jobs #CareerArc",38.6270025,-90.1994042,0.0
"See our latest #Charlotte, NC #job and click to apply: Warehouse Associate (Full Time) - https://t.co/XeMD0iooXM #Automotive #Hiring",35.2294139,-80.92473459999998,0.425
"If you're a #BusinessMgmt professional in #Sylva, NC, check out this #job: https://t.co/r4JCFq1SPb #Hiring #CareerArc",35.3737111,-83.22598029999997,0.1
Drinking a Samuel Adams Cold Snap by @SamuelAdamsBeer at @reagan_airport — https://t.co/dafULsv7Ko #photo,38.853,-77.0423,-0.6
"Welcome to Coachella with lovely @julialescova 💥💥💥
•
#warderobe @styledbyambika 
#mua… https://t.co/znvNXbcynM",34.479887,-118.31657,0.65
"TeamHealth: Staff Physician (#LOGAN, OH) https://t.co/3ilfAICiAn #Physician #Job #Jobs #Hiring #CareerArc",39.54716320000001,-82.42842949999998,0.0
"Want to work at Harveys? We're #hiring in #ALMA, GA! Click for details: https://t.co/DGBYBZ7QPG #Retail #Job #Jobs #CareerArc",31.527173699999995,-82.46112640000003,0.0
Thx for the good time #chitown -Shout out to my nigga J! 🙌🏾😎✈️ #chicago @ Chicago O'Hare… https://t.co/fMpiJHahSC,41.97690122,-87.90298546,0.875
"Just posted a photo @ Coconut Creek, Florida https://t.co/f0BU3ML7Mg",26.275,-80.18470000000002,0.0
PacWest Baseball Doubleheader: PLNU vs. Academy of Art. #PLNUvsARTU #PAGameDay #callanmacsports https://t.co/SXuXWNhPh8,32.715779,-117.251902,0.0
"We're #hiring! Click to apply: Maintenance Technician - https://t.co/UH1HfQTUfr #FacilitiesMgmt #Aurora, MO #Job #Jobs",36.970891,-93.717979,0.0
"See our latest #SanDiego, CA #job and click to apply: Process Technician - https://t.co/ry5pyly956 #Manufacturing #Hiring",32.715738,-117.1610838,0.5
"Trunk Show, yo! See you soon! #littlerockjewelry #littlerock #arkansas @ Box Turtle https://t.co/hvgZ5X8YoU",34.757490000000004,-92.32266,0.0
That #realitycheck when you say to yourself do I want to go #downstairs &amp; give the #Casino some… https://t.co/J2RSrJuy4U,39.189201,-75.532675,0.0
"Come let Blackbeard's make YOUR weekend a blast!!! 🚀
Your family will thank you! 

SO much to… https://t.co/29R3c9mo0z",39.9279953,-74.1737601,0.2
"We're #hiring! Read about our latest #job opening here: Carhop/Skating Carhop (Server) - https://t.co/A455rEfaFa #SONIC #Bethany, OK",35.51220379999999,-97.63543,0.5
"CVS Health: Pharmacy Technician (#Columbia, SC) https://t.co/E45ngkbYnz #Healthcare #Job #Jobs #Hiring #CareerArc",34.0007104,-81.0348144,0.0
Shout out to our maintenance staff Jon villamariacollegebuf getting… https://t.co/mdt0gE61aP,42.91276,-78.79719,0.0
"#Accounting #Job in #NEWYORK, NY: Bookkeeper at Robert Half Finance &amp; Accounting https://t.co/wtvuJ4CJB8 #Jobs #Hiring #CareerArc",40.7519846,-73.9697795,-0.16666666666666666
"If you're a #Transportation professional in #DesMoines, IA, check out this #job: https://t.co/EHPbTwtkQ7 #Veterans #Hiring #CareerArc",41.656839,-93.581918,0.1
We're #hiring! Read about our latest #job opening here: Service Attendant - https://t.co/CrX1zxFGPQ https://t.co/HQYW9A0EhW,37.92548060000001,-122.5274755,0.35
"We're #hiring! Click to apply: ICU RN Registered Nurse - https://t.co/4P3538ebbQ #Healthcare #SanJose, CA #Job #Jobs #CareerArc",37.26,-121.91,0.0
"Crowe Horwath: National Tax Office - Senior Tax Staff (#IndianapolisNorth, IN) https://t.co/LGnqDNK4O8 #Accounting #Job #Jobs #Hiring",39.8107206,-86.19105690000002,0.0
Photo: Visitors at an ancient Roman amphitheater in Jordan https://t.co/X96rl7I1ky,37.69986,-123.01203572,0.0
"This #Healthcare #job might be a great fit for you: Pharmacy Technician - https://t.co/daB93FQYMO #Indiana, PA #Hiring #CareerArc",40.62145510000001,-79.15253490000002,0.6000000000000001
"If you're a #Retail professional in #Friendswood, TX, check out this #job: https://t.co/K0MxMPUqmd #Hiring #CareerArc",29.529399800000004,-95.2010447,0.1
"Assistant Manager - SONIC Drive-In: (#LoneGrove, OK) https://t.co/e59dMtynCF #Hospitality #Job #Jobs #Hiring",34.1732915,-97.2619943,-0.125
"Want to work in #Zion, IL? View our latest opening: https://t.co/2JiTvbhkSI #Job #Jobs #Hiring https://t.co/b0BTRA7qBj",42.4497586,-87.82842789999998,0.5
"Interested in a #Healthcare #job near #Methuen, MA? This could be a great fit: https://t.co/duVUhj0bII #Hiring https://t.co/zxteJBlZAZ",42.7262016,-71.19089240000002,0.38749999999999996
Students at Keokuk High School take our driving simulator for a test drive. Thanks @uippc for… https://t.co/gRqORKAWwN,40.45035900000001,-91.399834,0.18
"CGI: Passport Support Associate I - 2nd Shift Charleston SC (#Charleston, SC) https://t.co/zTc8XfSgwc #ProjectMgmt https://t.co/rJLtDoi49Z",32.776565600000005,-79.93092159999998,0.0
"Graffiti Tracking: 7919 Granite Pointe Pkwy, Bakersfield",35.28264167,-119.03134167,0.0
"I'm at LIRR - Great Neck Station - @lirrdeals4u in Great Neck, NY https://t.co/weHp53fjBq",40.78707285,-73.72602940000002,0.8
"We're #hiring! Click to apply: landscapers - https://t.co/PBS5C41FXq #Labor #Lansdale, PA #Job #Jobs #CareerArc",40.2414952,-75.28378619999998,0.0
"#BusinessMgmt #Job in #Houston, TX: Director of Development - Foundations at Corporate https://t.co/xwawKunOID https://t.co/5PZosfroL7",29.7098662,-95.3997134,0.0
Tinted frames from Oliver People's The Row #oliverpeoples #therow #eyewear #sunwear #2020mag @… https://t.co/7vCCJI6Qq0,40.75677,-74.00131,0.0
Accident in #Henrietta on Hylan Dr Both NB/SB at Manufacturers Blvd #traffic https://t.co/0wsFrmqFZG,43.08696,-77.62969,0.0
"I'm at @CatfishParlour in Austin, TX https://t.co/Pus1Ma2ZZt",30.42416638,-97.75038915,0.0
"Can you recommend anyone for this #Manufacturing #job? https://t.co/wPBDa0pBkS #Riverview, FL #Hiring #CareerArc",27.8661364,-82.32648090000002,0.0
"#Retail #Job alert: Bilingual Part Time Sales Support... | AT&amp;T | #CoralGables, FL https://t.co/0vCPX5WYfz #Jobs https://t.co/qaebSldRGa",25.72149,-80.2683838,0.0
"Full Time Teller - Goshen Branch - West Chester, PA - Santander: (#WestChester, Pennsylvania) https://t.co/Y9VK4k97Oz #Banking #Job #Jobs",39.9606643,-75.6054882,-0.2
"Just grabbing one or two things. (at @SmartFinal in Santa Clara, CA) https://t.co/Z0N28sR3qN",37.35290317,-121.96102150000002,0.0
"We're #hiring! Read about our latest #job opening here: Pharmacy Technician - https://t.co/KTOLg8CWie #SOUDERTON, PA #Healthcare #CareerArc",40.3117706,-75.3251759,0.5
"Can you recommend anyone for this #job? Test Engineer - https://t.co/5UL6XDyKcg #HuntValley, MD #Aerospace #Hiring",39.4812172,-76.6438598,0.0
"Interested in a #BusinessMgmt #job near #Chicago, IL? This could be a great fit: https://t.co/C2Eu0mqeq9 #Hiring",41.8781136,-87.62979820000002,0.38749999999999996
"spiceloungecharlotte Tonight We Mobbin NC ❕❕❗❕ @ Charlotte, North Carolina https://t.co/SUO1sZr3Nb",35.22694444,-80.84333332999998,0.0
"Can you recommend anyone for this #job? Registered Nurse Emergency Department Job - https://t.co/KpKE42hbQm #Westminster, CO #Nursing",39.8366528,-105.03720459999998,0.0
"#Nursing alert: Certified Surgical... | Favorite Health Care Staffing | #Hartford, CT https://t.co/Zf1IJUZDGg #RN https://t.co/NLhMBGrTXn",41.7637111,-72.6850932,0.5
#BuddyandHoney #surfingphotography #hermosabeach @ Hermosa Beach Pier https://t.co/uUCr5wTBzA,33.86209093,-118.40120815,0.0
"#CareerArc #Hospitality #Job alert: Team Member - Cashier | https://t.co/RirdbCkGM3 | #WATERLOO, IA https://t.co/7pEiD8WT7m #Jobs #Hiring",42.4646272,-92.3245134,0.0
"Want to work in #Emeryville, CA? View our latest opening: https://t.co/9HyU4uoZ2H #Nursing #Job #Jobs #Hiring",37.831316,-122.2852473,0.5
One year being roomies with this beaut! W/ rajrages @ Lower Eastside-Mahattan https://t.co/Amkgov8TA7,40.72138465,-73.98884549,0.0
Join @KelliMColeman_ @shaunrobinson @kissthedeejay essence's reginarobertson tomorrow 4|16|16… https://t.co/iXsHlVF9dD,40.64035921,-73.78498982000002,0.0
Like mother like daughter. 💕 @ Penscola Beach https://t.co/75iMOtJEl3,30.3695186,-87.17543062999998,0.0
"We're #hiring! Read about our latest #job opening here: GIS Technician - https://t.co/8b3929Iiil #Charlotte, NC #Energy",35.2270869,-80.8431267,0.5
"This #Finance #job might be a great fit for you: License Management Analyst 3-Fin - https://t.co/7jK8im9iMy #Burlington, MA #Hiring",42.5047161,-71.19562049999998,0.6000000000000001
"HEI Hotels &amp; Resorts #Hospitality #Job: Catering Manager (#Waltham, MA) https://t.co/L6cVGUDuQ4 #Jobs #Hiring #CareerArc",42.3961066,-71.2662579,0.0
I go to Parsons now @ Parsons School of Design https://t.co/GJaPJIjU0r,40.7351213,-73.99444,0.0
"Can you recommend anyone for this #Nursing #job? https://t.co/zvziaOgOnb #Rogers, AR #Hiring #CareerArc",36.3320196,-94.1185366,0.0
"Can you recommend anyone for this #Retail #job? https://t.co/8ParLPzFPk #LARGO, FL #Hiring #CareerArc",27.8808751,-82.7887314,0.0
"Want to work in #SantaClara, California? View our latest opening: https://t.co/aZ3CyyKNLS #Job #Ericsson #Jobs https://t.co/XARbevcZf6",37.3541079,-121.9552356,0.5
COMING SOON! #glitter #wine #wineglass #etsyseller #etsygifts #etsystore #gifts #giftideas… https://t.co/6UeE42MLLt,40.7142,-74.0064,0.0
Have you ever wanted to smell like money? Well now you can 🤑! @ Touch of Modern https://t.co/46iHLLyN0J,37.76537586,-122.40297988,0.2
"See our latest #Arlington, VA #job and click to apply: Cook - https://t.co/u3uxNsUI3S #Hospitality #Hiring #CareerArc",38.8669023,-77.0727546,0.5
"This #Writing #job might be a great fit for you: Web Content Writer/Editor - Palm Beach, FL - https://t.co/bZFB6S33QA #PalmBeach, FL",26.8598894,-80.08701550000002,0.6000000000000001
Congrats to mnwaterman78 on your first home! Creekside is lucky to have you and your little… https://t.co/rcZOuF2SOo,30.2672,-97.7639,0.15277777777777776
"Interested in a #Sales #job near #Atlanta, GA? This could be a great fit: https://t.co/5USEJERIar #Hiring #CareerArc",33.76,-84.39,0.38749999999999996
"Interested in a #Sales #job near #Irvine, CA? This could be a great fit: https://t.co/1U8Xifd3qx #Hiring #CareerArc",33.6839473,-117.7946942,0.38749999999999996
"Civic Center in Plattsburgh, NY slowly filling up for 3pm. Trump supporters already chanting his name. #CJAD https://t.co/MZTwasqLz8",44.7194,-73.43089999999998,-0.2
"If you're a #Sales professional in #Westminster, CO, check out this #job: https://t.co/NZkEsHOK4Y #Hiring",39.8774533,-105.0382076,0.1
"This #Nursing #job might be a great fit for you: Med Surg - https://t.co/XQJJqcEfbU #Shenandoah, IA #Hiring #CareerArc",40.7667389,-95.3761506,0.6000000000000001
"#trump event, I guess @ Washington, District of Columbia https://t.co/7RK1OvTO80",38.8951,-77.0367,0.0
"Can you recommend anyone for this #job? Medical Assistant /LPN/Phlebotomist - FT - https://t.co/MhF1IHfDzL #Richmond, VA #Nursing #Hiring",37.5407246,-77.43604809999998,0.0
"CARFAX #CustomerService #Job: Customer Service Representative (#Centreville, VA) https://t.co/9GfMo6LjuP #carfax #Jobs #Hiring #CareerArc",38.8434351,-77.43853850000002,0.0
#legday #cardio #done #cannonstrong #carpediem @ 24 Hour Fitness -… https://t.co/ORgstFwuio,33.1135499,-117.09662,0.0
