Tweet content,Latitude,Longitude,sentiment
My sister is getting married tomorrow and I can't wait to celebrate the happy couple! Here's a… https://t.co/6vN3qTTpJs,40.63798612,-111.47514383,0.625
Pig Reckoning #pig #rsa_rural #bbq #folkart #thesouthernfront #theamericancollective… https://t.co/SIQrWKdVnZ,33.9428,-84.3177,0.0
"I'm at McDonald's in Jacksonville, TX https://t.co/OmzBlhNlKd",31.96250996,-95.26960435,0.0
"Lunch with the #babygirl @ City of Riverside, CA - City Government https://t.co/Z0fZlqMwTH",33.98082265,-117.37527148,0.0
"#undertheweatherbutstillmoving
ourfavplace @ Chuck E. Cheese's https://t.co/vMje86RVne",35.20331732,-80.75263016,0.0
"🙏🏼
#166FLATBUSH #WEAREJORDAN #GOAT #NEWYORKFUCKINGCITY #GREATNESSISACHOICE @ 166 Flatbush https://t.co/WctP4wWx14",40.68282,-73.97677,0.0
Also while unchained was dling it was playing a new arrangement of dearly beloved and i got real weepy i cant d eal,34.898315999999994,-82.4444276,0.34545454545454546
"I'm at San Luis Obispo County Regional Airport (SBP) in San Luis Obispo, CA https://t.co/1FR0t6BrMj",35.23916118,-120.64119101,0.0
Allow your kids to explore everything. @ Disney Store https://t.co/nMmvRoO2KH,33.31120978,-111.74318448,0.0
My tastebuds have been a-salt-ed! #italianstyle #bistrocaprinj https://t.co/rNPtMuDsaw,40.72161402,-74.33769233,0.0
"""Ellipsis"" Opening tomorrow night @pulitzerarts #felixgonzaleztorres #untitled @ Pulitzer Arts… https://t.co/reSxHinXKK",38.6402884,-90.23447271,0.0
Interesting DIY Wall Art Ideas https://t.co/00ZmlqOmIi,39.629279,-75.65826300000002,0.5
"Can you recommend anyone for this #job? Nurse Practitioner II-Clinic - https://t.co/Co8CXs60u8 #Berryville, AR #Nursing #Hiring #CareerArc",36.364792,-93.5679667,0.0
"This #Nursing #job might be a great fit for you: Post Partum/Mother Baby - https://t.co/zffCALozTY #Alexandria, VA #Hiring #CareerArc",38.8048355,-77.0469214,0.6000000000000001
"Can you recommend anyone for this #Nursing #job? https://t.co/pBtkFYhCyo #Dayton, OH #Veterans #Hiring #CareerArc",39.7589478,-84.1916069,0.0
Who loves their hair??? This GIRL!!! Look at that smile-she's CABO READY! Emily has been doing… https://t.co/Z8gKvZzLdP,39.53327,-119.80235,0.25
"Can you recommend anyone for this #job? Sales - Team Sales Specialist - https://t.co/ZxTDWyQQQl #Chicago, IL #Sales #Veterans #Hiring",41.8781136,-87.62979820000002,0.0
"If you're a #Retail professional in #Southaven, MS, check out this #job: https://t.co/XAsLeKKwS6 #Hiring #CareerArc",34.9837306,-89.99067340000002,0.1
"Want to work in #NorthProvidence, RI? View our latest opening: https://t.co/iVfgTpqNkr #Retail #Job #Jobs #Hiring #CareerArc",41.8631681,-71.45209240000001,0.5
