Tweet content,Latitude,Longitude,sentiment
"Trying to keep this crew under control like 😎 ...missing the #FUNsquad in Ibiza

#FUNfest… https://t.co/7XX6mkO75k",38.9,1.43333,0.0
End of the shoot #fashion #beautifulday #barcelona #catalunya #españa #spain #bogatellbeach… https://t.co/3qIxwAPJgw,41.39364000000001,2.20576,0.0
Challenges 💪CAE here I go @ Dickens School https://t.co/rZE1mb3kYe,41.55909000000001,2.01123,0.0
"Wind 3,2 km/h S. Barometer 1011,72 hPa, Steady. Temperature 12,2 °C. Rain today 0,0 mm. Humidity 92%",38.72527778,-5.53666667,0.16666666666666666
The vibe is so vibrantly vibrant. 🎡💃 #FeriadeSevilla #Fridayfeeling #FeriaDeAbril #lights… https://t.co/TA6Zykw2i4,37.37514,-5.99293,0.16666666666666666
"Don't forget 'bout us. @ Laujar de Andarax, Spain https://t.co/nFDoTqAcCQ",36.9833,-2.85,0.0
😘😘 @ Oh Valencia https://t.co/PLFGJhTZxr,39.3882832,-0.3985503,0.0
I'm at Plaza San Francisco https://t.co/gt6KIDCLEK,36.53438426,-6.29601017,0.0
Just posted a photo @ Feria de Abril de Sevilla https://t.co/H0RlsBXj1k,37.37514,-5.99293,0.0
Just posted a photo @ Zoo Aquarium de Madrid https://t.co/wlvE9ksJkX,40.40981227,-3.76165783,0.0
"#21 @ Madrid, Spain https://t.co/ee7mipqol4",40.4,-3.68333,0.0
Can't believe I'm graduating so soon #personal #myface @ Saint Louis University - Madrid Campus https://t.co/VX2x8r2y3O,40.44361,-3.71746,0.0
"Packed now, brilliant @ Manhattan's Santa Ponsa https://t.co/QSrHeIPvRm",39.51941907,2.48100781,0.9
Just posted a photo @ La Flor https://t.co/Pau5uTW7Ij,42.88188,-8.54081,0.0
"// I had no idea where taking Spanish in high school was going to take me...
It was my first… https://t.co/5U79HdLbEZ",39.46468519,-0.32284861,0.1366666666666667
Great dinner we had with friends  @escriba1906 @patschmidtcakes Congrats for last night… https://t.co/upzY87ThEK,41.39614035,2.15130522,0.4
Quite pleased with the deal I got on my new mobile plan. 20Gb of 4G data + unlimited calls for €24/month (AUD35) https://t.co/1pBY9Q1ajX,36.16146420000001,-5.34804164,0.3181818181818182
Just posted a photo @ Cuba/varadero https://t.co/r9qGV6aFvD,40.40884525,-3.71155891,0.0
Mighty Morti and me @hotelomm Friday night live #singer #cantante #barcelona #hotelomm @ Hotel Omm https://t.co/tVBN4Mae6F,41.39613977,2.16092021,0.2681818181818182
Feeling  the good vibes of good music #bonjovi #livingonaprayer… https://t.co/44mqxHuJnA,41.38948,2.1729700000000003,0.7
#AboutLastNight @remixremix2 had a great show performing @realmadrid #SoccerStadium! Special… https://t.co/mY4alObSFX,40.45271901,-3.68903372,0.6785714285714286
"DSS 54 receiving data from Mars Odyssey at 142.2kb/s.
IN LOCK OFF 1 MCD3",40.429167,-4.249167,0.0
ESN :  Double joy for Spain as Barcelona and Laboral win: BELGRADE: Barcelona got their Euroleague campaign back on… https://t.co/1O4NHHevOx,40.41970731,-3.69855957,0.4
ESN :  Kiwis sailors well-placed in Spain: New Zealand's sailing contingent has had another impressive day in… https://t.co/jesis5jyA6,40.41970731,-3.69855957,0.34545454545454546
"IBIZA LIVE...OPEN BOUTIQUE 1 MAY
WAITING FOR...
@georgeleonard82 
💀 @ Mambo Ibiza https://t.co/rCM6yS11VP",38.98067,1.3031298999999998,0.0
Fiesta cuarto aniversario @altafit #Parquesur @ NESS Buddha Lounge Club https://t.co/LJ4PxjDZV2,40.32822372,-3.767989,0.0
"DSS 65 receiving data from Mars Reconnaissance Orbiter at 3.0Mb/s.
IN LOCK OFF 1 MCD2",40.429167,-4.249167,0.0
Thanks for your support Mr. cummingscarlos!!! #tedxalmed #shakeitmixit #BiologistPower @ Palacio… https://t.co/qXBGlDJVFF,42.853468,-2.68079138,0.390625
MetroGhome Start w/ @juaanleiva (IPhone Tone) LaunchPad Cover 💣💥🎵🎧🎚🎛… https://t.co/2yxiPGgz9m,36.66099218,-4.49589052,0.0
"«I live my day as if it was the last
live my day as if there was no past
doin' it all night, all… https://t.co/QqFzcYh5QD",39.54654444,-2.08307222,0.09943181818181818
"DSS 65 carrier lock on Mars Reconnaissance Orbiter
Frequency: 8.44GHz
Signal strength: -113dBm
OUT OF LOCK OFF 1 MCD2",40.429167,-4.249167,0.0
Just posted a photo @ Km 0 https://t.co/bfcqE1bXzm,40.41696208,-3.70385486,0.0
Yeeepaaa https://t.co/FCMfStC2Hk,38.3503102,-0.4854832000000001,0.0
Just posted a photo @ Aquarium Barcelona https://t.co/s28KhIt46U,41.37666667,2.18416667,0.0
"Traditional cultural evening with food, flamenco and sangria. #ENM2016 management conference #Madrid https://t.co/KxUGia0oQH",40.41268325,-3.71421844,0.05
Good vibe ... good friends #bonjovi #always  #georgepayne #irishpub… https://t.co/WW4GDou33d,41.38948,2.1729700000000003,0.7
I haven't felt this Way before everything that I do reminds me of… https://t.co/QHoSkVcX3R,36.8333,-2.45,0.0
Just posted a photo @ GAY CLUB BCN https://t.co/b6zMvXOkfl,41.38932,2.16352,0.4166666666666667
One o'clock in the morning here in Barcelona and we are on a mission to find food... #hungry… https://t.co/lEo2MlzSon,41.38701095,2.16822409,0.0
SKI TIME. #Snow #Time #Nieve #Ski #Esquí #Enjoy #Best #GoodLife #Me… https://t.co/MX6n2mh7mo,37.07139147,-3.38839136,0.7
Futbol Club Britanico Pub Quiz Night#teamIese #funtimes #greatfriends #futbolclubbritanico… https://t.co/jzXQYwivWi,40.45479,-3.69395,0.0
Miam😍❤ https://t.co/lkgdOnRs9p,36.7224834,-4.4839367,0.0
Weekend tap line #craftbeer #craftbeerhour #craftbeerheaven #beerporn #sour #ipa #paleale #ipa… https://t.co/JmGf9mVuBJ,36.68972488,-4.44804112,-0.15000000000000002
My partners in crime💘🔥 @ Parque Centro https://t.co/53N4UVdLzj,37.33985,-5.83921,0.0
🎶🎶Save tonight fight the break of down🎶🎶 @ Camden Bar https://t.co/kMhR2lw0Ln,42.84559206,-8.57728802,-0.15555555555555559
In love with mexican food 🍹🌮 @ La Tia Juana Alicante https://t.co/shkLBDGyKD,38.34763053,-0.48464835,0.25
I love my life #WeddingGig #Spain #work #life #music #jazz @ Masia Xamandreu https://t.co/X5cF0zhRk0,39.55630085,-0.43717499,0.5
Paseando entre tumbas /Walking among tombs! #cementerioingles #visita #nocturno #malaga… https://t.co/GSkDftBL1k,36.7212,-4.4071,0.0
"Barcelona, Spain
14.9°C | 58.8°F
Humidity: 91%
Clear https://t.co/G5eB2uGtFy",41.27999878,2.06999993,0.10000000000000002
Good night... 🐿💤  #bigmonpetitbrabancon #big #brusselsgriffonclub #brusselsgriffon… https://t.co/XwsURXgFOJ,36.5167,-4.88333,0.35
Just posted a photo @ Pick Up https://t.co/meVxXutEAw,40.3382,-3.82775,0.0
My psychogirls ❤ @ Barcelona Centre https://t.co/bIEPqvdxpj,41.38701095,2.16822409,0.0
Just posted a photo @ Feria de Abril de Sevilla https://t.co/YS6V16prE4,37.37514,-5.99293,0.0
Lover of worldly things in Madrid @ Biblioteca Nacional de España https://t.co/6EpZemfcoa,40.42299000000001,-3.690830000000001,0.0
I'm at Bulevar in Madrid https://t.co/WDvWAgH4GH,40.42646603,-3.69678837,0.0
While in the blue room... 💙 #friyay @ Paseo de la Castellana https://t.co/Rd9alF9JbN,40.44388889,-3.69138889,0.0
This is happiness @ W Barcelona https://t.co/XLw5EoXCpj,41.3687841,2.18966671,0.7
Chanel vs Walmart 😂 https://t.co/3dvzYFNrIk,36.72247279999999,-4.4839585999999985,0.0
Late night inspiration #fridayvibes #fridayfeeling #AzabacheStudio #AzA #fashiondiaries… https://t.co/AJXm7wMWek,41.3833,2.18333,-0.3
"Same shit, different day, same struggle. @ Alfafar https://t.co/WY3jH6bbOW",39.42222222,-0.39055556,-0.05
"""Ohana"" significa familia  ❤ @ Offshore surf School Club https://t.co/BoFUOmbybP",36.49719,-6.27224,0.0
"🍁🐶😴💕 @ Murcia, Murcia https://t.co/fXpQVx9sAU",37.9861,-1.1303,0.0
Viendo a @kygomusic 🔝🔝🔝 @los40_spain @ Barclaycard Center https://t.co/VeVM2PGOcp,40.4238118,-3.6719812000000007,-0.1
"The Buzz lovers 
Tributo a Nirvana 
#buzzlovers #nirvana #kurtcobain… https://t.co/tN7pmO2dDJ",42.81745,-1.6434,0.0
"@jfreckkles entones voy, wait me",40.40210154,-3.63118126,0.0
@maadraassoo &amp; keritobcn en @tarantosclub ! Yeahhhhhh! #Taaraantaassoo #TarantosClub… https://t.co/Ci6cxxPtgn,41.37981,2.17521,0.0
Drinking a Bea by @kaapsebrouwers @ Novosur — https://t.co/ZYFzYrEXB5 #photo,37.107,-3.63834,0.0
Ladies danceeeeee #laidies #partytime #nomartininoparty… https://t.co/EzsLaSq2Sm,40.4344292,-3.6900401,0.0
（；゜０゜）bruuutal - Drinking a Hoparillo by @kneedeepbrewing @ Oykos  — https://t.co/ka66gZ5f7K #photo,41.4008,2.20251,0.0
"I'm at Cool in Madrid, Spain https://t.co/cR3FZsp39m",40.42130783,-3.70889873,0.35
Tayson y Reina @ PRESIDENTSPORT GYM https://t.co/52HcztwDSG,38.99694,-1.85512,0.0
Just posted a photo @ Calle Juan De Austria https://t.co/c7rFkcm99m,40.43278762,-3.69952479,0.0
Revisiting am old favorite in Barcelona with the little brother. #euromess3 #barcelona #dostrece… https://t.co/UUqYe6bIIx,41.3819618,2.1696301,0.13749999999999998
"""Be careless""✨ @ Zamora, Spain https://t.co/KEDnEPz00P",41.5,-5.75,-0.5
"""Be careless"" ✨ @ Zamora, Spain https://t.co/dpdr0QzafL",41.5,-5.75,-0.5
