Tweet content,Latitude,Longitude,sentiment
Mood... #instamood #breakfast #mantra #energy #inspiration #instaquote #the #hotel #gets #me… https://t.co/OOKIAAtpTj,36.84606159,-2.44688978,0.0
#Job in #LasRozas: Beca en Soporte at Oracle https://t.co/QAqFwapfF4 #Jobs #Hiring #CareerArc,40.4935329,-3.8757916,0.0
I just finished cycling 2.28 km in 11m:10s with #Endomondo #endorphins https://t.co/HOws0uYUnN,41.394678000000006,2.193535,0.0
Oportunidades 😉 🇪🇸 looking for Dancers for our Tour.  Email CONTACT@BODYBOUNCETOUR.COM  or… https://t.co/YLEbWCGlPb,40.0,-4.0,0.0
"Wake up to breakfasts like this only in our spring retreats!
3 dates in April, May and June.… https://t.co/jVPZLHkLal",43.32327325,-1.97844029,0.0
"#rollerblading #systemaction#mywork
fashion #style #stylish #love  #me #cute #photooftheday… https://t.co/1vLOJUJw3l",41.39910195,2.19850216,0.5
Hanging out at Alicante airport ain't really that bad! https://t.co/GIIUw4dzZm,38.28603521,-0.55303923,-0.3374999999999999
I just finished running 5.40 km in 29m:47s with #Endomondo #endorphins https://t.co/g2ueaSn2PW,36.898182,-2.41177,0.0
"A Mediterranean dip! I'm putting on a brave face (feet?) cause it was fecking cold! @ Málaga, Spain https://t.co/x09qOunCfz",36.7167,-4.41667,0.025000000000000022
"The Dog Days Are Over
The dog day are done (8) @ Palacio Vistalegre https://t.co/rorMy1RapY",40.38611111,-3.73888889,0.5
And we all lose our charms in the end...💙 @ Águilas https://t.co/ATiZWsedO0,37.99440385,-1.13706524,0.0
We are assisting at @MicroStrategySP #BusinessIntelligence Barcelona Symposium. https://t.co/yYbWWizyP6,41.34653667,2.10893617,0.0
I can't afford antidepressants so I extract my blood and drink beer in the morning. @ Fundacion… https://t.co/uDjQ2IWANh,40.43876,-3.71907,0.0
"I'm at Biblioteca (BURJC) in Fuenlabrada, Madrid https://t.co/nF9HgKBURD",40.28114628,-3.81987333,0.0
"Starting the week with flowers! 💐
#flowers #morning #Monday #buenosdias #goodmorning… https://t.co/faMj2dj3Jb",40.4,-3.68333,0.0
Just posted a photo @ Hotel DC Borgia *** (Gandia) https://t.co/qlWWVzvTfk,38.96484870000001,-0.18651024,0.0
"ESN :  Two borough women died 'accidentally' in Spain, coroner rules: A VERDICT of accidental death due to asphyxia… https://t.co/i9UOscgw3Q",40.41970731,-3.69855957,-0.125
"ESN :  Raul says Spain favourites to win Euro 2016 football: Berlin, Apr 18 (IANS): Spain and Real Madrid legend… https://t.co/ZFflPJmsyH",40.41970731,-3.69855957,0.5
ESN :  Fernandez shoots Spain's second gold medal: Ukraine and Spain claim the two Gold medals up for grabs in… https://t.co/9q0hqIYT7d,40.41970731,-3.69855957,0.0
I just finished walking 8.01 km in 1h:17m:57s with #Endomondo #endorphins https://t.co/iqQweVcOZN,37.3082658,-6.5953003,0.0
#ihavethisthingwithfloors @ Gaudi House Museum https://t.co/awQvXH5mQW,41.41355,2.152162,0.0
"This little one made my day, super fan of Plants Vs Zombies myself!! Thanks again Tonino!!… https://t.co/ytMJ5bGmjN",36.69156,-6.12993,0.21527777777777776
APSU students overseas 🌊🌍 #AustinPeayStateUniversity #BestFriends #Spain #MediterraneanSea… https://t.co/8yT2EyW7pg,37.54024689,-1.12081169,0.0
Imprescindibles los compensatorios!! @ Area CrossFit https://t.co/GiYz7io4AH,41.31803732,2.03335892,0.0
I was out cycling 42.22 km with #Endomondo #endorphins https://t.co/zT3HSXgith,37.687605,-5.825337599999999,0.0
Saturday night live! #girlsnightout #smiles #miau #ibiza #peligro @… https://t.co/I8VOqXMnjL,38.9108451,1.43358,0.17045454545454544
6 kms. 4 por debajo de 5:30 y 2 por debajo de 5:20.... I just finished running 6.05 km in 32m:56s with #Endomondo https://t.co/BFb6hWNGRr,39.5045966,-0.3443275,0.0
I just finished cycling 5.11 km in 20m:51s with #Endomondo #endorphins https://t.co/lhLtVSqmyC,40.40087,-3.72367,0.0
I just finished cycling 4.60 km in 21m:43s with #Endomondo #endorphins https://t.co/QMJsb110CK,40.430649,-3.715606,0.0
I was out running 11.77 km with #Endomondo #endorphins https://t.co/Hwlx6cCoKd,36.834508,-2.439372,0.0
Just posted a photo @ Le Coco https://t.co/YjR7hPOL6r,40.42154,-3.69803,0.0
Can you recommend anyone for this #job? Cloud Inside Sales Professional - Spanish - https://t.co/Zid3zqmYAt #Campanillas #Sales #Hiring,36.7526615,-4.5593849,0.05
"Wind 3,8 km/h N. Barometer 1018,6 hPa, Aumentando lentamente. Temperature 21,9 °C. Rain today 0,0 mm. Humidity 49%",37.89138889,-1.21416667,0.0
"I'm at Aeroport d'Eivissa (IBZ) - @aenaaeropuertos in Ibiza, Balearische Inseln, Illes Balears https://t.co/E81Ilm0Uso",38.87621714,1.36801243,0.0
Good morning Everyone !!! Still you don't know where our training  center located ? Here we show… https://t.co/OWA0uGLrgF,36.49034829,-4.95158902,0.45
With my class in Madrid! Con mi clase en Madrid! Muchas gracias! #scoliosis #pilates… https://t.co/ksN5pwkogJ,40.4,-3.68333,0.0
"#rollerblading #systemaction#mywork
fashion #style #stylish #love  #me #cute #photooftheday… https://t.co/9nUlhNqjlT",41.39910195,2.19850216,0.5
No filter needed #sevilla #Seville #españa #tourist #travel #summer #sun #colours #holiday… https://t.co/565kKqDlT8,37.385,-5.99027778,0.0
"JAZZ NIGHT se presenta WAX &amp; BOOGIE el 19 de abril a las 21:30h.  

WAX &amp; BOOGIE centra su… https://t.co/f2JLcXqf0t",41.3745613,2.1672699,0.0
Just posted a photo @ La Playa De La Manga https://t.co/eN3LgTjZ12,37.73782294,-0.73912619,0.0
"Come to my world!🎵🎶 #beard #Monday #morning #dentist #work @ Tres Cantos, Madrid, Spain https://t.co/Q0kIo8ltxg",40.5991,-3.7123,0.0
"I think my mistake is trying to be the best, which actually I just have to be I… https://t.co/6xaTyn8oFw",38.90872,1.43365,0.5
"A little magic from antoni_gaudi 

#casabatlló #casabatllo #gaudi #barcelona #spain… https://t.co/K5pqKBByBf",41.3958511,2.16976,0.15625
Ultimas⚡Perf Limited Snapbacks x King Apparel x Spring 2016 Ya Dispo @ Block Shop Barcelona //… https://t.co/Znmc2lXUHt,41.38419868,2.17342615,-0.07142857142857142
I'm at @CocaCola_es in Madrid https://t.co/6o4b57QPeR,40.46497018,-3.62388532,0.0
Just posted a photo @ El Real de la Feria de Abril https://t.co/TFUPtx4sUd,37.37018676,-5.99999846,0.2
#7 I love you ❤💑 @ Masanasa https://t.co/6oZZYiGPfz,39.4167,-0.4,0.5
I just finished running 3.43 km in 24m:02s with #Endomondo #endorphins https://t.co/1MiMoI2jCk,43.37227514,-8.41908429,0.0
World Series by Renault. Clio Cup. #smcjunior #renaultsport #alcañiz #cliocup @ Circuito De… https://t.co/937yLT1qG5,41.05182518,-0.13541860000000006,0.0
Yes to starting the week like this! 😀 Good morning! 🔝 #gavàmar #descobreixcatalunya @ Platja de… https://t.co/uKIR2CzvGa,41.26673654,2.01982703,0.4375
Ultimos Dispo☝🏽️Mas Modelos en Tienda !!! Xclu⚡Limited Street Fashion⚡️Vie + Riche Paris x… https://t.co/wMFShDq9Fp,41.38419868,2.17342615,0.0
"It's Monday!! The start of a new week and, for me, renewed strength, determination and focus… https://t.co/RQ6fhR3S6z",39.5209,2.53709,0.13636363636363635
"Look up to the sky and see🌤
#nature #landscape #sky #clouds #morningwalk #potd mirisuca @ Badalona https://t.co/JIfs61rBLw",41.44888889,2.24611111,0.0
I just finished mountain biking 21.72 km in 55m:47s with #Endomondo #endorphins https://t.co/psjrsCcb25,37.437697,-4.610477,0.0
I just finished walking 5.10 km in 56m:51s with #Endomondo #endorphins https://t.co/2FjzDWe4Fo,39.45671710000001,-0.3471353,0.0
All about Foo Fighters and last night. #foofighters #nevermind #tribute #lastnight @ Barcelona… https://t.co/N6MjmnOTAh,41.38701095,2.16822409,0.0
"Bike tour 🚴🚴
#bike #sport #beach #cycle #nonstop #sky #santadria #beatiful #relax #goodmonday… https://t.co/GbYdFa2AwJ",41.42237254,2.23365306,0.0
"Home sweet home. #Malasaña #HakunaMatata #MeArt #Chaplin #CalleGaleriaDeRobles @ Madrid, Spain https://t.co/9k3DXG9Lo2",40.4,-3.68333,0.35
"After 1 week of holiday, here we are! #endholidays #atwork #nike #nikefactorystore… https://t.co/85TJNp0SoJ",36.65666291,-4.47864074,0.0
Blending in #ibizatown #muurbloempjes ❀ ❁ @ Ibiza Town https://t.co/yQeg98aliC,39.07768505,1.44174579,0.0
"Baby, I was born to break your heart.
#girl #snapchat #redhead #redhair #ombre #piercings… https://t.co/rOe9pv5A8t",40.4667,-3.3667,0.0
"At last a chance to read @50GreatCavas' impressive glossy mag! Excellent publication from @Winepleasures. Some copies left, gr8 present!",38.731514,0.1481957,0.4
Your property in #sansebastian #saintsébastien #donostia #gipuzkoa #guipuzcoa #igersdonostia… https://t.co/LDJKGafflz,43.3167,-1.98333,0.0
Barcelona vs Valencia last night. Tough loss for Barca 2-1. We got to see Messi score 🇪🇸 @ FCB… https://t.co/R5buyw2cuA,41.38095751,2.12277934,-0.19444444444444445
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/ay6gCqck4b,38.179742,-2.4555076,0.0
I just finished running 12.16 km in 1h:11m:38s with #Endomondo #endorphins https://t.co/3r13yBress,42.807629,-1.672086,0.0
ding ding ding ding DONG DONG DONG DONG DONG DONG DONG DONG DONG DONG!!!!!!!!!!,41.545639,1.893817,0.0
"Wind 5,0 km/h SW. Barometer 1017,3 mb, Rising slowly. Temperature 16,2 °C. Rain today 0,0 mm. Humidity 72%",38.75388889,-0.1075,-0.30000000000000004
Miss Barca so much😭🌞🌍🌴🌇✈️🇪🇸 would go back for a 3rd time any day 🎉 #barcelona #blues @… https://t.co/dqZeoVYk6s,41.3833,2.18333,0.06666666666666667
I'm at Advance Mobile Advertising https://t.co/DQuRiifGo8,40.453452,-3.693831,0.0
Parche de dragona. Dragon patch: https://t.co/vnqPMZxmkk #lacarola #patch #parche #dragon #tattoo #tatuaje… https://t.co/IZHEeseIrt,40.4,-3.68333,0.0
@Scott_Knoll @IntegralAds keynote at @icomglobal D-MIB Private Roundtable #icom16 https://t.co/oo3mIbmu4y https://t.co/5FGmToNSbC,37.38151367,-5.99274158,0.0
Monday pitch! @jkngale is presenting #rescu.me #findthatlead is advisor and investor. Grow with… https://t.co/gKpJQvIfCH,41.42764007,2.18330242,0.0
Having ruled #Spain for centuries it comes as no surprise that the #Muslim culture had a lasting… https://t.co/GIJ9xojiky,37.38986242,-5.99301934,0.0
"Just posted a photo @ Camp Nou Stadium, Barcelona https://t.co/geANqdyAAN",41.38552304,2.16646783,0.0
"The #sunset of yesterday || la #puestadesol de ayer. #espiga #spike @ Castelnou, Spain https://t.co/TNuYB0Rmbi",41.2333,-0.366667,0.0
"#Repost @roxyhorner with repostapp.
・・・
All in the front all in the back haha @adee_phelan… https://t.co/qnFVby0psn",36.48834420000001,-4.9571251,0.1
Can you recommend anyone for this #Sales #job? https://t.co/3UkfYAeEFx #Campanillas #Hiring #CareerArc,36.7526615,-4.5593849,0.0
"Wind 3,2 km/h ESE. Barometer 1014,13 hPa, Steady. Temperature 14,9 °C. Rain today 0,0 mm. Humidity 59%",38.72527778,-5.53666667,0.16666666666666666
ESN :  Raul says Spain favourites to win Euro 2016 football: Spain and Real Madrid legend Raul Gonzalez has said… https://t.co/197gFYRrq0,40.41970731,-3.69855957,0.5
ESN :  Spain's Caixabank to launch full takeover offer for BPI: MADRID Spain's Caixabank (CABK.MC) said on Monday… https://t.co/9XCDh53KfY,40.41970731,-3.69855957,0.35
slow monday @ Valencia https://t.co/5fMDBReGg0,39.46666667,-0.38333333,-0.30000000000000004
I just finished cycling 1.95 km in 10m:17s with #Endomondo #endorphins https://t.co/k3IXv6i50y,37.88282,-4.805681,0.0
"Good Morning, I love my Breakfast in the rest day..!! :-) :-) @ El Prat de Llobregat https://t.co/VASRt2OoM2",41.33333333,2.1,0.6203125
It was a much needed mini mini mini-break @ Santa Gertrudis Eivissa https://t.co/PdtzGWmUHF,38.998125,1.42845208,0.2
I just began a cycling workout using #Endomondo. Peptalk me now @ https://t.co/5k1FppQ41o,37.882858,-4.805639,0.0
I'm at Terminal 4 - @barajas_airport in Madrid https://t.co/aZnaAhX789,40.49118527,-3.59205723,0.0
I just finished walking 15.68 km in 2h:37m:21s with #Endomondo #endorphins https://t.co/BFKCLfUkeU,41.75328,1.873331,0.0
I'm at Bracafé in Barcelona w/ @carlosllovetbcn @xavideerausquin @bracafe @epinatar @maritarzbarreto https://t.co/LpV3BIoULa,41.38897638,2.16989975,0.0
I'm at @FGC Av. Tibidabo in Barcelona https://t.co/gY16ZXvFtC,41.41008436,2.13697078,0.0
"Wind 0,0 km/h WSW. Barometer 1019,95 mb, Subiendo despacio. Temperature 8,6 °C. Rain today 0,0 mm. Humidity 80%",42.60388889,-5.55916667,0.0
"G☀☀D monday mood @ Granada, Spain https://t.co/rig0Bds5dD",37.1833,-3.6,0.0
"TREND ALERT: Lace up details
#laceup #details #trend #trendalert #tendencia #moda #fashion… https://t.co/QZB9gzMxKh",43.31707,-1.98321,0.0
Thirilled to have gotten to see this exhibition in Madrid #wyeth… https://t.co/Sf74myByDP,40.41653217,-3.69499028,0.0
#overjoyed with her #godmothers #cutiepie #happinessisbestwhenshared #mychricia30 is #love… https://t.co/rbrACzOrHr,40.4,-3.68333,0.5
Sleepy Martiño 💥 @martino_rivas for madmenmagazine by #ValeroRiojaPhotography 💥 #MartiñoRivas… https://t.co/Z3IK3usJ3C,40.41965532,-3.69741819,0.0
We start in the #monday with the #sneaker by montag73 - Have a great ☀️day🌷 #madrid #igersmadrid… https://t.co/ksjzPWFYbU,40.41802981,-3.72237487,0.8
Start your engine! #atlantewineforum 2nd edition talking and debating about Atlantic wines https://t.co/ug7PmJwNAW https://t.co/jhX0MEl5fl,42.237042,-8.722028,0.0
I just finished walking 7.28 km in 1h:25m:01s with #Endomondo #endorphins https://t.co/8IA39y5Lql,37.605474,-1.024845,0.0
"Madrid, Spain
10.1°C | 50.2°F
Humidity: 73%
Clear https://t.co/hWCQaL2B3q",40.45000076,-3.54999995,0.10000000000000002
"5 freekin weeks roll on baby ☀️👙🍹#Benidorm #cantwait ashleyvasey @ Benidorm, Spain https://t.co/Yt2a6Wh86i",38.5333,-0.13333299999999998,0.0
"Good morning positive people!!

Last week for competition. 

This is my back today. @ Madrid, Spain https://t.co/AehzdW1ml0",40.4,-3.68333,0.2637784090909091
@Danielgv99 what,43.3575498,-5.8587221,0.0
I just finished running 5.36 km in 23m:44s with #Endomondo #endorphins https://t.co/J3turOW0nP,38.232485,-1.702348,0.0
"I'm at Panaria in Valencia, Spain https://t.co/5HoHSdZulh https://t.co/kM8CIpa1zJ",39.47095654,-0.37967944,0.0
I just began a cycling workout using #Endomondo. Peptalk me now @ https://t.co/k3IXv6i50y,37.889822,-4.787404,0.0
#tbt #ibiza #naptime #airport #friends  #paparazzi 😂 #lategram @ Ibiza Airport https://t.co/LX7a82NILX,38.87621135,1.36843742,0.0
Taking selfie while someone is busy drinking coffee😜 #mychricia30 @almogela8047 tabasunggit2008… https://t.co/p8lOG7OYZG,40.4,-3.68333,0.1
#gelsauto #faldamontgrós #home #recordkmafterback. I was out running 15.05 km on Apr 12 with #Endomondo #endorphins https://t.co/bLczJrCINZ,41.224354,1.7172995999999998,0.0
@webbwilder great ones,40.43131896,-3.64357464,0.8
Why do all good things come to end? @ El Retiro - Jardines del Buen Retiro de Madrid https://t.co/hmwLnluWgq,40.41782128,-3.68446459,0.7
"MAY have gone overboard this morning.... #breakfastinthesun #howsyourmonday @ Barcelona, Spain https://t.co/vcUc8hbUvh",41.3833,2.18333,-0.25
"'Take a breath, and the color will return again' 🕴 @ Parc del Laberint d'Horta https://t.co/LZT8dUxin6",41.4387659,2.1482217,0.0
@kristofadamson usually I get Colin Hanks,38.5373284,-0.14133806,-0.25
"He's the living proof that you can born with style,  Jean Pierre el… https://t.co/nj7HTgmaNC",40.49129637,-3.59161067,0.0
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/J3turOW0nP,38.230826,-1.7043,0.0
I just finished walking 8.49 km in 1h:35m:10s with #Endomondo #endorphins https://t.co/RuZZTPyVah,40.617502,-4.011507,0.0
#mychricia30 on her first #starbucks #cup #feelingbiggirl #flowery #primavera @ Starbucks Pedro… https://t.co/gY4FFkdbEM,40.45499075,-3.69362259,0.25
I just finished walking 1.33 km in 14m:16s with #Endomondo #endorphins https://t.co/dmdhx8a0YE,38.987581,-1.846141,0.0
I'm at Iberia 2727 Barcelona - Madrid https://t.co/On6qARSKjy https://t.co/zFXMU959nP,41.292348,2.082204,0.0
I just finished running 8.88 km in 1h:16m:54s with #Endomondo #endorphins https://t.co/4vBA17UulF,41.449537,1.965056,0.0
No Words! MILLION THANKS for an amazing Sunday @erolalkan @brunch_bcn ! ⚘💓😍😊🙌🎵🎶🎧 #erolalkan… https://t.co/u5pKiNkWGW,41.37447511,2.1696517,0.4750000000000001
"#inspiration
#progono 
#progonobag 
#madeinbarcelona @ Barcelona, Spain https://t.co/VRs3y808bW",41.3833,2.18333,0.0
#Sales #Job in #Campanillas: Cloud Inside Sales Professional - Italian at Oracle https://t.co/zYVRI9UvZn #Jobs #Hiring #CareerArc,36.7526615,-4.5593849,0.05
"Autoretrato con Jeff Koons
-------------
Selfie with Jeff Koons

#bilbao #bilbo #guggenheim… https://t.co/9abdcyYqT3",43.2680999,-2.9345,0.0
"Just posted a photo @ Madrid, Spain https://t.co/2Cp8FZ48z8",40.4,-3.68333,0.0
I'm at @Eurocopias-Valle de Oro https://t.co/UdMjggKwRB,40.38814,-3.729338,0.0
"Yellow landscape | 2016

#landscape_specialist… https://t.co/2H6pjYRCVq",41.5833,1.63333,0.0
"Just posted a photo @ Plaza Mayor, Valladolid https://t.co/ZhmSD1fQqY",41.65194444,-4.72888889,0.0
"Enjoy the sun from the morning at the terrace of my room, is a perfect morning to start a… https://t.co/FNbB1rtuAr",42.07857447,-1.56538128,0.7
"NOW IN OUR SHOP

#progono #progonobag #newitens #design #unespected #shop #crossbodybags #form… https://t.co/aIDfhFT5CD",41.3833,2.18333,0.0
Sweet monday ☕️🍨🍰 elperroylagalleta #lagastronoma #desayuno #breakfast #food #foodie #foodpic… https://t.co/Dd5k00YRyv,40.4205284,-3.68735,0.35
Hello Monday! @ Arc de Triomf https://t.co/Av2wQSU5pD,41.39083333,2.18055556,0.0
be urself @ Sanxenxo https://t.co/yMIlwiNPO6,42.4012728,-8.810050629999997,0.0
ESN :  Hotel recommendations: Hi travelers I'm planning a couple of weeks in Spain in July. I'm a 32 year old… https://t.co/jFYhv8dGPR,40.41970731,-3.69855957,0.1
REPLAY @ Replay Sunset Parties https://t.co/4OskmICIy7,40.24069438,-3.68861841,0.0
"😆 hope everyone has a blessed week 😘 @ Barcelona, Spain https://t.co/WvMVwAsOd3",41.3833,2.18333,0.0
Goodbye winter.... #blackandwhite #bnw #monochrome #monument #instablackandwhite #monoart… https://t.co/vU7q83txOa,43.42138889,-4.75638889,0.0
I just finished running 5.20 km in 27m:21s with #Endomondo #endorphins https://t.co/LVxzWR6Uit,40.35522301,-3.51562148,0.0
"Gym time!! Sin excusas! 

#fitness #fitnesslife #fit #fitlife #fitfam #fitnessaddict… https://t.co/8NaAEyZRAS",41.39253325,2.17106735,0.4
❤️❤️❤️ @maikajurado #LaTapaComica #Alive @ Alive Music Bar https://t.co/9EJIGU9Auu,40.41646,-3.70832,0.1
Time to leave the #CostaDiadema to discover Barcelona 💃🏻 thank you #Costa for having us ! #ootd… https://t.co/A4n7sFaiUt,41.3833,2.18333,0.0
"Skyline medieval👌 @ El Valle, Toledo, Spain https://t.co/5Ns0nKuHK7",39.85929527,-4.04228584,0.0
"Drop zone, sun down day 1 😎 @ Skydive Spain https://t.co/JPXpXDLMuu",37.33011578,-6.14270867,-0.15555555555555559
"#irregularidad #ladrillos #historia #palimpsesto #barcelona #bricks #wall @ Barcelona, Spain https://t.co/E5IhIQ99iU",41.3833,2.18333,0.0
#Apple says it has the 'most effective security organization in the world' https://t.co/uDh9hHGqd8 https://t.co/PyKUewquhk,41.40216331,2.1468096,0.55
8am 1st session of the day swim in Cambrils. Next session in the fitness center arm will be… https://t.co/W3gvSJPm54,41.06666667,1.05833333,-0.05
♬ 'Defy the Ailments' - The Faint ♪ https://t.co/GO7iQEE8Hq,40.42638,-3.719231,-0.5
"It wouldn't be a mini break, without a #dreamysunset the #sunset hill #madrid30 👌🏻 @ Temple of… https://t.co/dLop81UUc0",40.42405278,-3.71777778,0.0
Rayo &amp; Monty  #electrovermutreus @albertlorayo  &amp; gmontydeejay #music #dj #party #spring… https://t.co/gm5uGMdSJs,41.1547399,1.085,0.0
Just posted a photo @ Las Setas Sevilla https://t.co/GLuhT2Mqex,37.39310572,-5.99189453,0.0
Last weekend we were shown the lorealpro Steam Pod at the galagroup3 blogger event. Have you… https://t.co/U9H0wAEDe2,43.0146408,-7.5592799,0.0
I'm at Hospital San Rafael in Madrid https://t.co/hqhzvSfZ96,40.45245116,-3.68131273,0.0
I just finished walking 12.28 km in 1h:54m:15s with #Endomondo #endorphins https://t.co/4PZy13pVEu,41.620393,2.293135,0.0
"Sweet Nothing
#florenceandthemachine #vistalegre #concierto #madrid #show #live #calvinharris… https://t.co/6VSug87vUW",40.38611111,-3.73888889,0.24318181818181817
