Tweet content,Latitude,Longitude,sentiment
a pretty epic blinder by @jaredhooper! bkalliel and I both guessed in the 2000s and we weren't… https://t.co/iVvWSOdRZS,34.10012907,-118.29011049,0.1875
"Howell, NJ | Wind 0.0 mph ---. Baro 30.407 in, Falling. Temp 32.7F. Rain today 0.00 in. Humidity 92% | https://t.co/jrBhN6rgAc",40.13027778,-74.21444443999998,0.0
"04:30:01 |Temp: 54.1ºF |Dew Point 50.6ºF | Rain today: 0.04 inches | Wind: 0.0 mph from the NE, Gusting to 0.0",33.03916667,-83.07083333,0.0
65.7F (Feels: 65.7F) - Humidity: 94% - Wind: 6.0mph E - Gust: 8.3mph - Pressure: 1008.1mb #weather https://t.co/75yzNJjEvP,29.875016,-92.218675,0.0
Temp: 60.3°F Wind:1.3mph Pressure: 30.055hpa Steady Rain Today 0.00in.,31.62277778,-89.23388889,0.16666666666666666
"Wind 0.7 mph WNW. Barometer 29.967 in, Steady. Temperature 61.3 °F. Rain today 0.00 in. Humidity 94%",31.58694444,-90.89833333,0.16666666666666666
#Trump in 2016 Temp:55.2°F Wind:4.0mph Pressure: 30.24hpa Rising slowly Rain Today 0.00in.  Forecast: Fine weather,37.47472222,-84.51194443999998,0.05833333333333332
Temp: 38.3F  W C: 38.3F  Wind:--- at 0.0kts Baro: 1034.8mb and Rising slowly Rain today: 0.00in R H: 90%  #wvwx,40.43,-80.59527778,-0.30000000000000004
We cray ❤️☺️👯💕 @ FRESH Friday's at Flaming Saddles https://t.co/NFRPonXbwd,34.08574,-118.38338,0.3
"#Rogers, AR #Healthcare #Job: Perfusionist at Mercy https://t.co/EGESITOqPv #Jobs #Hiring https://t.co/HlnFwE1h6Y",36.3320196,-94.1185366,0.0
"I'm at Anavia Luxury Rentals in Anaheim, CA https://t.co/kFH6mpTI9O",33.79745123,-117.89012164,0.0
Psychic Heat was killer last night. Check them out. @psychicheat. They put on a great show.… https://t.co/vXfvl1HWfq,39.0550172,-94.5859572,0.4
"Sooo sleepy.. I need my nightly ""lunch break"" nap",29.69319084,-95.40193476,0.0
@tessssha did you like COV???,38.27733593,-122.45504246,0.0
Hello👋 Jacksonville Good Morning 🤗 &amp; GoodNight 😴 Jacksonville! #NewBeginnings #ImBackHome… https://t.co/9WsLJ8go3Q,30.3194,-81.66,0.875
"#coachella2016 with my brother farsh888 ✨✨✨ 

#coachella #musicfestival #music #goodtimes @… https://t.co/uMlSIGVpZL",33.679974,-116.237221,0.0
"We're #hiring! Read about our latest #job opening here: Health Enthusiast Part-Time - https://t.co/ILO8cNTRwv #Manchester, NH",42.9504493,-71.43529220000002,0.5
Cleared: Closure on #East33RdStreet WB from Lexington Avenue to Park Avenue,40.746143,-73.981171,0.0
"#TONIGHT @1OAKLV 
We Have The Best in #HipHop w/ #DjGUSTO

Guest List &amp; Bottle Reservations… https://t.co/FiwTBzGXEh",36.12202205,-115.17408074,1.0
"Interested in a #Nursing #job near #Jackson, MI? This could be a great fit: https://t.co/sRznUgdnqN #Hiring https://t.co/EVOup2fWZV",42.245869,-84.40134620000002,0.38749999999999996
"#HuntingtonBeach, CA #FacilitiesMgmt #Job: Huntington Beach JOB FAIR for... at AvalonBay https://t.co/kWIHWRBwBg https://t.co/TGNfcMHvCA",33.660297,-117.9992265,0.7
"Test  At New York, NY, United States #sheswithme #imwithher with @HFA https://t.co/4FqUqRYSt7",40.7127837,-74.00594129999998,0.13636363636363635
"Just wow! (@ Ellis Island Casino &amp; Brewery - @elliscasinolv in Las Vegas, NV) https://t.co/b0Bx4ceZ3A",36.11284733,-115.1637125,0.125
"Visiting relatives in #SiliconValley @ Sunnyvale, California https://t.co/IJXZUJtVSF",37.372,-122.026,0.0
@NefThePharaoh keep it lit for the 7's. @ The Phoenix Theater https://t.co/iY4zaC4zf8,38.2349855,-122.6430985,0.0
https://t.co/DVyALCj4ns A Clam Licking Salt,37.6993196,-123.01255747,0.0
"26.2 miles today. 1 for every year I've been alive, plus 2.2 for every stupid thing I've ever… https://t.co/7H7NEsjRo7",39.97246651,-86.06239675,-0.35
"#Nursing #Job in #Cleveland, OH: Care Manager at Sunrise Senior Living https://t.co/YT2mK3CAVP #Jobs #Hiring https://t.co/Z5wZJMMTwM",41.49932,-81.6943605,0.0
"We're #hiring! Read about our latest #job opening here: Barista - https://t.co/PIyq1zmYfG #barista #Allentown, PA #Hospitality",40.6084305,-75.4901833,0.5
"#poolside #nocurtains #fashionista #day15 #filmlife #peeping @ West Lake Hills, Texas https://t.co/lbnhaP0Tmb",30.2898,-97.8065,0.0
"PJ mask birthday cake.
#pjmasks #catboy #owelette #gekko #building #moom #5thbirthday #stars… https://t.co/3EYM5SNSAC",33.9210604,-118.1539833,0.0
@kimbohellyeah @M6NSTER @BITCHFORK7 @gm2975 @Fredovhell HA! Chealsea rent boys today,36.0805845,-115.1471898,0.0
"Humble And Kind by Tim McGraw is #nowplaying in Tavern on Main, Snellville.",33.838899,-84.06572300000002,0.18888888888888888
&lt;@three&gt; hi! welcome to the dept. of redundancy dept. and hello,37.69922472,-123.01194329,0.8
"Just a fatty hardflip I did today! 😁👌 You know what they say, once you got it, it's never gone!!… https://t.co/22QLKwLXw2",33.72197715,-117.01622421,-0.390625
"If you're gonna stare, SAY SOMETHING!",34.1252599,-117.43285043,0.0
"Want to work at Supplemental Health Care? We're #hiring in #Palmdale, CA! Click for details: https://t.co/XJtd5zjF9w https://t.co/OUjP9xAXga",34.594158,-118.1824793,0.0
"We're #hiring! Click to apply: Patient Service Coordinator 9:30am- 6pm - https://t.co/uj8DgiNl1W #Healthcare #SaintPetersburg, FL #Job",27.7518284,-82.6267345,0.0
"Cashier Associate - Winn Dixie: (#ANNISTON, AL) https://t.co/mOm7xkznik #Retail #Job #Jobs #Hiring",33.6557453,-85.8307152,-0.75
always reppin @ Coachella https://t.co/98af4UKX9V,33.679974,-116.237221,0.0
Don't miss #DanceFit in the morning !! 10 AM ! @ Upper Class Nutrition https://t.co/PzFAMoH5ys,34.062757899999994,-117.1925073,0.0
"3 hours sleep is always fun.... Let's do this! #DarksideChallenge (@ Star Wars 10K in Lake Buena Vista, FL) https://t.co/nZKeHU16R7",28.38226364,-81.54396057,0.375
"2016/04/16: Yonkers, NY, United States: Urban H2O at Home Presents Woody Mann evening conce… https://t.co/MI6T56d24n https://t.co/iUqBxuKWyp",40.9387029,-73.90260600000002,0.0
#mma New York Legalizes Professional Mixed Martial Arts Fights - KNPR: KNPR New York… https://t.co/PhIIxhjbVf https://t.co/QYO5zH7WdT,36.10774555,-115.15019404,0.07454545454545454
"We're #hiring! Click to apply: Full-time PreHealth (MCAT) Faculty - Boston - https://t.co/sTJtiYbz65 #Education #Boston, MA #Job #Jobs",42.3600825,-71.0588801,0.0
100 Women Inspirational Rally Saturday May 7th Luke Easter Park 11-2pm.... @ Luke Easter Park https://t.co/m8jdVjBJdr,41.474574,-81.610049,0.5
"Picture of a fox walking across boulders in Torres del Paine National Park, Chile https://t.co/eG39VcOVtT",37.69879481,-123.01203875,0.0
"15 April 2016

Best Bae , Best Show , Best Day Ever! 😘💕 @ My Heart https://t.co/f30REH7aCH",25.91457,-80.19670000000002,1.0
"I'm at home in Springfield, MO https://t.co/hAOB7o6vKe",37.13976454,-93.27345174,0.0
